NAME,TAXON_NAME,ACTIVE_DATA_ENTRY,TAXON_GROUP_CLASS,FAMILY,RANK,MAITLAND_CODE,CEH_CODE,CEH_NAME,AQEM_CODE,NBN_CODE,RED_BOOK_TEXT,AUTHORITY,ALT_TAXONNAME_1,ALT_TAXONNAME_2,ALT_TAXONNAME_3,LAMM_ACID_SENS,LAMM_WEIGHTING,LAMM_TAXON,LAMM_TL,AWIC_A,AWIC_B,AWIC_C,AWIC_TAXON,BMWP,WHPT_P,WHPT_A,WHPT_B,WHPT_C,WHPT_D,PSI_GROUP,EPSI_WEIGHT_TL5,EPSI_WEIGHT_FAM,LIFE_GROUP,SPEAR_SPECIES,TL5_TAXON,TL4_TAXON,TL3_TAXON,TL2_TAXON,TL1_TAXON,TL2_5_TAXON,TL2_5_ORDER,ECN_TL,DISPLAY_GROUP,ENTRY_SCREEN,CHANGED_ON,CHANGED_BY,GROUP_NAME,REMOVED
4354,Elliptera omissa,F,Diptera,Limoniidae,Species,50130801,,,7228,NBNSYS0000008110,,Schiner,,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4355,Helius,T,Diptera,Limoniidae,Genus,50130900,50130900,Helius,,NBNSYS0000133707,,"Le Peletier and Serville, 1828",,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,Helius,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4356,Helius flavus,T,Diptera,Limoniidae,Species,50130901,50130912,Helius (Helius) flavus,13393,NBNSYS0000008111,,"(Walker, 1856)",Helius (Helius) flavus,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4357,Helius longirostris,T,Diptera,Limoniidae,Species,50130902,50130914,Helius (Helius) longirostris,,NBNSYS0000008112,,"(Meigen, 1818)",Helius (Helius) longirostris,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4358,Helius pallirostris,T,Diptera,Limoniidae,Species,50130903,50130915,Helius (Helius) pallirostris,13395,NBNSYS0000008113,Notable,"Edwards, 1921",Helius (Helius) pallirostris,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4359,Helius (Helius),T,Diptera,Limoniidae,Subgenus,50130910,50130910,Helius (Helius),,,,,,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4360,Helius (Helius) hispanicus,T,Diptera,Limoniidae,Species,50130913,50130913,Helius (Helius) hispanicus,,,,"Lackschewitz, 1928",,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4361,Achyrolimonia,T,Diptera,Limoniidae,Genus,50131100,50131100,Achyrolimonia,,NHMSYS0000078657,,,,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4362,Achyrolimonia decemmaculata,T,Diptera,Limoniidae,Species,50131101,50131101,Achyrolimonia decemmaculata,13347,NBNSYS0100001404,,"(Loew, 1873)",,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4363,Atypophthalmus,T,Diptera,Limoniidae,Genus,50131200,50131200,Atypophthalmus,,NHMSYS0000078705,,,,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4364,Atypophthalmus inustus,T,Diptera,Limoniidae,Species,50131201,50131201,Atypophthalmus inustus,13351,NBNSYS0100001862,,"(Meigen, 1818)",,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4365,Metalimnobia,T,Diptera,Limoniidae,Genus,50131300,50131300,Metalimnobia,,NHMSYS0000079114,,,,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4366,Metalimnobia (Metalimnobia),T,Diptera,Limoniidae,Subgenus,50131310,50131310,Metalimnobia (Metalimnobia),,,,,,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4367,Metalimnobia (Metalimnobia) bifasciata,T,Diptera,Limoniidae,Species,50131311,50131311,Metalimnobia (Metalimnobia) bifasciata,,,,"(Schrank, 1781)",,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4368,Metalimnobia (Metalimnobia) quadrimaculata,T,Diptera,Limoniidae,Species,50131312,50131312,Metalimnobia (Metalimnobia) quadrimaculata,,,,"(Linnaeus, 1761)",,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4369,Metalimnobia (Metalimnobia) quadrinotata,T,Diptera,Limoniidae,Species,50131313,50131313,Metalimnobia (Metalimnobia) quadrinotata,,,,"(Meigen, 1818)",,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4370,Neolimonia,T,Diptera,Limoniidae,Genus,50131400,50131400,Neolimonia,,NHMSYS0000079168,,,,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4371,Neolimonia dumetorum,T,Diptera,Limoniidae,Species,50131401,50131401,Neolimonia dumetorum,13417,NBNSYS0100004211,,"(Meigen, 1804)",,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4372,Paradelphomyia,T,Diptera,Limoniidae,Genus,50131600,50135400,Paradelphomyia,,NBNSYS0000136078,,"Alexander, 1936",,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4373,Paradelphomyia (Oxyrhiza),T,Diptera,Limoniidae,Subgenus,50131620,50135410,Paradelphomyia (Oxyrhiza),,NBNSYS0100014171,,,,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4374,Paradelphomyia dalei,T,Diptera,Limoniidae,Species,50131621,50135411,Paradelphomyia (Oxyrhiza) dalei,,NBNSYS0000008134,,"(Edwards, 1939)",Paradelphomyia (Oxyrhiza) dalei,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4375,Paradelphomyia ecalcarata,T,Diptera,Limoniidae,Species,50131622,50135412,Paradelphomyia (Oxyrhiza) ecalcarata,13423,NBNSYS0000008135,RedList GB Pre94-VU,"(Edwards, 1938)",Paradelphomyia (Oxyrhiza) ecalcarata,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4376,Paradelphomyia fuscula,T,Diptera,Limoniidae,Species,50131623,50135413,Paradelphomyia (Oxyrhiza) fuscula,13424,NBNSYS0000008136,Notable,"(Loew, 1873)",Paradelphomyia (Oxyrhiza) fuscula,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4377,Paradelphomyia nielseni,T,Diptera,Limoniidae,Species,50131624,50135414,Paradelphomyia (Oxyrhiza) nielseni,13328,NBNSYS0000008137,Notable,"(Kuntze, 1919)",Paradelphomyia (Oxyrhiza) nielseni,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4378,Paradelphomyia senilis,T,Diptera,Limoniidae,Species,50131625,50135415,Paradelphomyia (Oxyrhiza) senilis,7647,NBNSYS0000008138,,"(Haliday, 1833)",Paradelphomyia (Oxyrhiza) senilis,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4379,Austrolimnophila,T,Diptera,Limoniidae,Genus,50131700,50131700,Austrolimnophila,,NBNSYS0000130721,,"Alexander, 1920",,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4380,Austrolimnophila ochracea,T,Diptera,Limoniidae,Species,50131701,50131711,Austrolimnophila (Austrolimnophila) ochracea,13300,NBNSYS0000008140,,"(Meigen, 1804)",Austrolimnophila (Austrolimnophila) ochracea,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,Austrolimnophila ochracea,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4381,Austrolimnophila (Austrolimnophila),T,Diptera,Limoniidae,Subgenus,50131710,50131710,Austrolimnophila (Austrolimnophila),,,,,,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4382,Dactylolabis,T,Diptera,Limoniidae,Genus,50131800,50131800,Dactylolabis,,NBNSYS0000132229,,"Osten Sacken, 1860",,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4383,Dactylolabis sexmaculata,T,Diptera,Limoniidae,Species,50131801,50131811,Dactylolabis (Dactylolabis) sexmaculata,13294,NBNSYS0000008141,Notable,"(Macquart, 1826)",Dactylolabis (Dactylolabis) sexmaculata,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4384,Dactylolabis transversa,T,Diptera,Limoniidae,Species,50131802,50131812,Dactylolabis (Dactylolabis) transversa,13296,NBNSYS0000008142,Notable,"(Meigen, 1804)",Dactylolabis (Dactylolabis) transversa,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4385,Dactylolabis (Dactylolabis),T,Diptera,Limoniidae,Subgenus,50131810,50131810,Dactylolabis (Dactylolabis),,,,,,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4386,Dactylolabis (Dactylolabis) sexmaculata,T,Diptera,Limoniidae,Species,50131811,50131811,Dactylolabis (Dactylolabis) sexmaculata,,,,"(Macquart, 1826)",,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4387,Dactylolabis (Dactylolabis) transversa,T,Diptera,Limoniidae,Species,50131812,50131812,Dactylolabis (Dactylolabis) transversa,,,,"(Meigen, 1804)",,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4388,Pseudolimnophila,T,Diptera,Limoniidae,Genus,50131900,50131900,Pseudolimnophila,,NBNSYS0000137020,,"Alexander, 1919",,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,Pseudolimnophila,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4389,Pseudolimnophila lucorum,T,Diptera,Limoniidae,Species,50131901,50131901,Pseudolimnophila lucorum,13345,NBNSYS0000008143,,"(Meigen, 1818)",,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4390,Pseudolimnophila sepium,T,Diptera,Limoniidae,Species,50131902,50131902,Pseudolimnophila sepium,7260,NBNSYS0000008144,,"(Verrall, 1886)",,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4391,Limnophila,T,Diptera,Limoniidae,Genus,50132000,50132000,Limnophila,5870,NBNSYS0000039902,,"Macquart, 1834",,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,Limnophila (Limnophila),Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4392,Limnophila fasciata,T,Diptera,Limoniidae,Species,50132021,50132301,Idioptera linnei,,NBNSYS0000008151,RedList GB Pre94-EN,"(Linnaeus, 1767)",,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,Limnophila (Limnophila),Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4393,Limnophila glabricula,F,Diptera,Limoniidae,Species,50132033,,,,NBNSYS0000008155,Notable,"(Meigen, 1830)",,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,Limnophila (Limnophila),Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4394,Limnophila fulvonervosa,F,Diptera,Limoniidae,Species,50132043,,,,NBNSYS0000008160,,"(Schummel, 1829)",,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,Limnophila (Limnophila),Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4395,Limnophila (Limnophila),T,Diptera,Limoniidae,Subgenus,50132050,50132050,Limnophila (Limnophila),,NBNSYS0100012820,,,,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,Limnophila (Limnophila),Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4396,Limnophila pictipennis,T,Diptera,Limoniidae,Species,50132051,50132051,Limnophila (Limnophila) pictipennis,7648,NBNSYS0000008164,RedList GB Pre94-VU,"(Meigen, 1818)",Limnophila (Limnophila) pictipennis,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,Limnophila (Limnophila),Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4397,Limnophila punctata,T,Diptera,Limoniidae,Species,50132052,50132052,Limnophila (Limnophila) schranki,,NBNSYS0000008165,,"(Schrank, 1781)",Limnophila (Limnophila) schranki,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,Limnophila (Limnophila),Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4398,Limnophila group,T,Diptera,Limoniidae,Species group,50132090,50131Z00,Limnophila group,,,,,,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4399,Eloeophila,T,Diptera,Limoniidae,Genus,50132100,50132100,Eloeophila,,NHMSYS0000078883,,,Limnophila (Eloeophila),,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,Eloeophila,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,T,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4400,Eloeophila apicata,T,Diptera,Limoniidae,Species,50132101,50132101,Eloeophila apicata,13303,NBNSYS0100002949,,"(Loew, 1871)",Limnophila apicata,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4401,Eloeophila maculata,T,Diptera,Limoniidae,Species,50132102,50132102,Eloeophila maculata,7261,NBNSYS0100002950,,"(Meigen, 1804)",Limnophila maculata,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
4402,Eloeophila mundata,T,Diptera,Limoniidae,Species,50132103,50132103,Eloeophila mundata,7262,NBNSYS0100002951,,"(Loew, 1871)",Limnophila mundata,,,4,0.472,Limoniidae/Pediciidae (not incl. Dicranota),F,,,,,5,5.9,5.4,6.9,6.9,7.1,,,,,F,Limoniidae,,Limoniidae,"Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)","Tipulidae (including Limoniidae, Cylindrotomidae and Pediciidae)",Limoniidae,,F,,,13/10/2015 10:23,SYS_GR,DEFAULT,F
