NAME,TAXON_NAME,ACTIVE_DATA_ENTRY,TAXON_GROUP_CLASS,FAMILY,RANK,MAITLAND_CODE,CEH_CODE,CEH_NAME,AQEM_CODE,NBN_CODE,RED_BOOK_TEXT,AUTHORITY,ALT_TAXONNAME_1,ALT_TAXONNAME_2,ALT_TAXONNAME_3,LAMM_ACID_SENS,LAMM_WEIGHTING,LAMM_TAXON,LAMM_TL,AWIC_A,AWIC_B,AWIC_C,AWIC_TAXON,BMWP,WHPT_P,WHPT_A,WHPT_B,WHPT_C,WHPT_D,PSI_GROUP,EPSI_WEIGHT_TL5,EPSI_WEIGHT_FAM,LIFE_GROUP,SPEAR_SPECIES,TL5_TAXON,TL4_TAXON,TL3_TAXON,TL2_TAXON,TL1_TAXON,TL2_5_TAXON,TL2_5_ORDER,ECN_TL,DISPLAY_GROUP,ENTRY_SCREEN,CHANGED_ON,CHANGED_BY,GROUP_NAME,REMOVED
103,Opistomum pallidum,T,Turbellaria,Typhloplanidae,Species,4321001,4321001,Opistomum pallidum,,NBNSYS0100014067,,"Schmidt, 1848",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
104,Polycystididae,T,Turbellaria,Polycystididae,Family,4330000,4330000,Polycystididae,,NBNSYS0100014717,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
105,Gyratrix,T,Turbellaria,Polycystididae,Genus,4330100,4330100,Gyratrix,,NBNSYS0100012292,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
106,Gyratrix hermaphroditus,T,Turbellaria,Polycystididae,Species,4330101,4330101,Gyratrix hermaphroditus,13686,NBNSYS0100012293,,"Ehrenberg, 1831",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
107,Opisthocystis,T,Turbellaria,Polycystididae,Genus,4330200,4330200,Opisthocystis,,NBNSYS0100014064,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
108,Opisthocystis goettei,T,Turbellaria,Polycystididae,Species,4330201,4330201,Opisthocystis goettei,,NBNSYS0100014065,,"(Bresslau, 1906)",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
109,Lecithoepitheliata,T,Turbellaria,,Family,4400000,4400000,Lecithoepitheliata,,NBNSYS0100012761,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
110,Prorynchidae,T,Turbellaria,Prorynchidae,Family,4410000,4410000,Prorhynchidae,,NBNSYS0100014809,,,Prorhynchidae,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
111,Prorhynchus,T,Turbellaria,Prorynchidae,Genus,4410100,4410100,Prorhynchus,,NBNSYS0100014807,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
112,Prorhynchus stagnalis,T,Turbellaria,Prorynchidae,Species,4410101,4410101,Prorhynchus stagnalis,15965,NBNSYS0100014808,,"Schultze, 1851",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
113,Geocentrophora,T,Turbellaria,Prorynchidae,Genus,4410200,4410200,Geocentrophora,,NBNSYS0100012077,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
114,Geocentrophora baltica,T,Turbellaria,Prorynchidae,Species,4410201,4410201,Geocentrophora baltica,,NBNSYS0100012078,,"(Kennel, 1883)",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
115,Geocentrophora sphyrocephala,T,Turbellaria,Prorynchidae,Species,4410202,4410202,Geocentrophora sphyrocephala,,NBNSYS0100012079,,"de Man, 1876",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
116,Prolecithophora,T,Turbellaria,,Family,4500000,4500000,Prolecithophora,,NBNSYS0100014804,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
117,Plagiostomidae,T,Turbellaria,Plagiostomidae,Family,4510000,4510000,Plagiostomidae,,NBNSYS0100014605,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
118,Plagiostomum,T,Turbellaria,Plagiostomidae,Genus,4510100,4510100,Plagiostomum,,NBNSYS0100014606,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
119,Plagiostomum lemani,T,Turbellaria,Plagiostomidae,Species,4510101,4510101,Plagiostomum lemani,,NBNSYS0100014607,,"(Forel and Du Plessis, 1874)",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
120,Seriata,T,Turbellaria,,Family,4600000,4600000,Seriata,,NBNSYS0100015222,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
121,Bothrioplanidae,T,Turbellaria,Bothrioplanidae,Family,4610000,4610000,Bothrioplanidae,,NBNSYS0100009681,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
122,Bothrioplana,T,Turbellaria,Bothrioplanidae,Genus,4610100,4610100,Bothrioplana,,NBNSYS0100009679,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
123,Bothrioplana semperi,T,Turbellaria,Bothrioplanidae,Species,4610101,4610101,Bothrioplana semperi,15078,NBNSYS0100009680,,"Braun, 1881",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
124,Otomesostomatidae,T,Turbellaria,Otomesostomatidae,Family,4620000,4620000,Otomesostomidae,,NBNSYS0100014124,,,Otomesostomidae,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
125,Otomesostoma,T,Turbellaria,Otomesostomatidae,Genus,4620100,4620100,Otomesostoma,,NBNSYS0100014122,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
126,Otomesostoma auditivum,T,Turbellaria,Otomesostomatidae,Species,4620101,4620101,Otomesostoma auditivum,15818,NBNSYS0100014123,,"(Plessis, 1876)",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
127,Tricladida,T,Turbellaria,,Class,5000000,5000000,Tricladida,9248,NBNSYS0000040181,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
128,Paludicola,T,Turbellaria,,Family,5100000,5100000,Paludicola,,NBNSYS0100014148,,"Hallez, 1890",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
129,Planariidae,T,Turbellaria,Planariidae,Family,5110000,5110000,Planariidae,9370,NBNSYS0000042315,,"Stimpson, 1857",,,,,,,F,,,,,5,4.9,4.7,5.4,5.4,5.4,D,,0.25,4,F,,,Planariidae,Planariidae,Planariidae (including Dugesiidae),Planariidae,118,F,TRICLADA,4,13/10/2015 10:22,SYS_GR,DEFAULT,F
130,Planariidae (including Dugesiidae),F,Turbellaria,,Superfamily,5110001,5110100,Planariidae (including Dugesiidae),9370,,,,Planariidae (incl. Dugesiidae),,,,,,F,,,,,5,5,4.8,5.4,5.3,5.3,,,,4,F,,,,,Planariidae (including Dugesiidae),,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
131,Planaria,T,Turbellaria,Planariidae,Genus,5110100,5110101,Planaria,,NBNSYS0000188432,,"Müller, 1776",,,,,,,F,,,,,5,4.9,4.7,5.4,5.4,5.4,,,,,F,,,Planariidae,Planariidae,Planariidae (including Dugesiidae),Planariidae,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
132,Planaria torva,T,Turbellaria,Planariidae,Species,5110101,5110200,Planaria torva,6430,NBNSYS0000013180,,"(Müller, 1774)",,,,,,,F,,,,,5,4.9,4.7,5.4,5.4,5.4,D,0,,4,F,Planaria torva,Planaria torva,Planariidae,Planariidae,Planariidae (including Dugesiidae),Planariidae,,T,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
133,Polycelis,T,Turbellaria,Planariidae,Genus,5110200,5110201,Polycelis,7744,NBNSYS0000188433,,"Ehrenberg, 1831",,,,,,,F,,,,,5,4.9,4.7,5.4,5.4,5.4,,,,,F,,,Planariidae,Planariidae,Planariidae (including Dugesiidae),Planariidae,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
134,Polycelis felina,T,Turbellaria,Planariidae,Species,5110201,5110202,Polycelis felina,6463,NBNSYS0000013183,,"(Dalyell, 1814)",,,,4,0.183,Polycelis felina,T,,,,,5,4.9,4.7,5.4,5.4,5.4,C,0.37,,2,F,Polycelis felina,Polycelis felina,Planariidae,Planariidae,Planariidae (including Dugesiidae),Planariidae,,T,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
135,Polycelis nigra,T,Turbellaria,Planariidae,Species,5110202,5110203,Polycelis nigra,6464,NBNSYS0000013181,,"(Müller, 1774)",,,,,,,F,,,,,5,4.9,4.7,5.4,5.4,5.4,,,,,F,Polycelis nigra group,Polycelis nigra group,Planariidae,Planariidae,Planariidae (including Dugesiidae),Planariidae,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
136,Polycelis tenuis,T,Turbellaria,Planariidae,Species,5110203,5110300,Polycelis tenuis,6465,NBNSYS0000013182,,"Ijima, 1884",,,,,,,F,,,,,5,4.9,4.7,5.4,5.4,5.4,,,,,F,Polycelis nigra group,Polycelis nigra group,Planariidae,Planariidae,Planariidae (including Dugesiidae),Planariidae,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
137,Polycelis nigra group,T,Turbellaria,Planariidae,Species aggregate,5110290,5110301,Polycelis nigra group,,,,,Polycelis nigra and Polyceis tenuis,,,,,,F,,,,,5,4.9,4.7,5.4,5.4,5.4,D,0,,4,F,Polycelis nigra group,Polycelis nigra group,Planariidae,Planariidae,Planariidae (including Dugesiidae),Planariidae,,T,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
138,Phagocata,T,Turbellaria,Planariidae,Genus,5110300,5110302,Phagocata,,NBNSYS0000188434,,"Leidy, 1847",,,,,,,F,,,,,5,4.9,4.7,5.4,5.4,5.4,,,,,F,,,Planariidae,Planariidae,Planariidae (including Dugesiidae),Planariidae,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
139,Phagocata vitta,T,Turbellaria,Planariidae,Species,5110301,5110400,Phagocata vitta,13665,NBNSYS0000013186,,"(Duges, 1830)",,,,2,0.057,Phagocata vitta,T,5,4,3,Phagocata vitta,5,4.9,4.7,5.4,5.4,5.4,B,0.5,,2,F,Phagocata vitta,Phagocata vitta,Planariidae,Planariidae,Planariidae (including Dugesiidae),Planariidae,,T,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
140,Phagocata woodworthi,T,Turbellaria,Planariidae,Species,5110302,5110401,Phagocata woodworthi,19120,NBNSYS0000013187,,"Hyman, 1937",,,,,,,F,,,,,5,4.9,4.7,5.4,5.4,5.4,,,,,F,,,Planariidae,Planariidae,Planariidae (including Dugesiidae),Planariidae,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
141,Crenobia,T,Turbellaria,Planariidae,Genus,5110400,5120000,Crenobia,,NBNSYS0000188435,,"Kenk, 1930",,,,,,,F,,,,,5,4.9,4.7,5.4,5.4,5.4,,,,,F,,,Planariidae,Planariidae,Planariidae (including Dugesiidae),Planariidae,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
142,Crenobia alpina,T,Turbellaria,Planariidae,Species,5110401,5120100,Crenobia alpina,4771,NBNSYS0000013188,,"(Dana, 1766)",,,,5,0.057,Crenobia alpina,T,8,9,10,Crenobia alpina,5,4.9,4.7,5.4,5.4,5.4,B,1,,2,F,Crenobia alpina,Crenobia alpina,Planariidae,Planariidae,Planariidae (including Dugesiidae),Planariidae,,T,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
143,Dugesiidae,T,Turbellaria,Dugesiidae,Family,5120000,5120101,Dugesiidae,9365,NBNSYS0000159893,,"Ball, 1974",,,,,,,F,,,,,5,2.9,2.8,3.1,3.1,3.1,D,,0,4,F,,,Dugesiidae,Dugesiidae,Planariidae (including Dugesiidae),Dugesiidae,117,F,TRICLADA,4,13/10/2015 10:22,SYS_GR,DEFAULT,F
144,Dugesia,T,Turbellaria,Dugesiidae,Genus,5120100,5120102,Dugesia,5021,NBNSYS0000188430,,"Girard, 1850",,,,,,,F,,,,,5,2.9,2.8,3.1,3.1,3.1,,,,,F,,,Dugesiidae,Dugesiidae,Planariidae (including Dugesiidae),Dugesiidae,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
145,Dugesia lugubris,T,Turbellaria,Dugesiidae,Species,5120101,5120103,Dugesia lugubris,5019,NBNSYS0000013189,,"(Schmidt, 1861)",,,,,,,F,,,,,5,2.9,2.8,3.1,3.1,3.1,,,,,F,,,Dugesiidae,Dugesiidae,Planariidae (including Dugesiidae),Dugesiidae,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
146,Dugesia polychroa,T,Turbellaria,Dugesiidae,Species,5120102,5120104,Dugesia polychroa,5020,NBNSYS0000013185,,"(Schmidt, 1861)",,,,,,,F,,,,,5,2.9,2.8,3.1,3.1,3.1,,,,4,F,Dugesia polychroa group,Dugesia polychroa group,Dugesiidae,Dugesiidae,Planariidae (including Dugesiidae),Dugesiidae,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
147,Dugesia tigrina,T,Turbellaria,Dugesiidae,Species,5120103,5130000,Dugesia tigrina,5022,NBNSYS0000188431,,"Girard, 1850",,,,,,,F,,,,,5,2.9,2.8,3.1,3.1,3.1,D,0,,3,F,Dugesia tigrina,Dugesia tigrina,Dugesiidae,Dugesiidae,Planariidae (including Dugesiidae),Dugesiidae,,T,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
148,Dugesia gonocephala,T,Turbellaria,Dugesiidae,Species,5120104,5130100,Dugesia gonocephala,5018,NBNSYS0000181476,,(Dugès 1830),,,,,,,F,,,,,5,2.9,2.8,3.1,3.1,3.1,,,,,F,,,Dugesiidae,Dugesiidae,Planariidae (including Dugesiidae),Dugesiidae,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
149,Dugesia gonocephala group,T,Turbellaria,Dugesiidae,Species aggregate,5120190,5130101,Dugesia gonocephala group,,,,,,,,,,,F,,,,,5,2.9,2.8,3.1,3.1,3.1,,,,,F,,,Dugesiidae,Dugesiidae,Planariidae (including Dugesiidae),Dugesiidae,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
150,Dugesia polychroa group,T,Turbellaria,Dugesiidae,Species aggregate,5120191,5130200,Dugesia polychroa group,,,,,Dugesia polychroa and Dugesia lugubris,,,,,,F,,,,,5,2.9,2.8,3.1,3.1,3.1,D,0,,,F,Dugesia polychroa group,Dugesia polychroa group,Dugesiidae,Dugesiidae,Planariidae (including Dugesiidae),Dugesiidae,,T,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
151,Dendrocoelidae,T,Turbellaria,Dendrocoelidae,Family,5130000,5130201,Dendrocoelidae,9361,NBNSYS0000042255,,"Hallez, 1890",,,,,,,F,,,,,5,3,3,2.6,2.6,2.6,C,,0.01,4,F,,,Dendrocoelidae,Dendrocoelidae,Dendrocoelidae,Dendrocoelidae,116,F,TRICLADA,4,13/10/2015 10:22,SYS_GR,DEFAULT,F
152,Bdellocephala,T,Turbellaria,Dendrocoelidae,Genus,5130100,7000000,Bdellocephala,,NBNSYS0000188437,,"de Man, 1875",,,,,,,F,,,,,5,3,3,2.6,2.6,2.6,,,,,F,,,Dendrocoelidae,Dendrocoelidae,Dendrocoelidae,Dendrocoelidae,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
153,Bdellocephala punctata,T,Turbellaria,Dendrocoelidae,Species,5130101,8000000,Bdellocephala punctata,11361,NBNSYS0000013191,,"(Pallas, 1774)",,,,,,,F,,,,,5,3,3,2.6,2.6,2.6,D,0.49,,5,F,Bdellocephala punctata,Bdellocephala punctata,Dendrocoelidae,Dendrocoelidae,Dendrocoelidae,Dendrocoelidae,,T,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
154,Dendrocoelum,T,Turbellaria,Dendrocoelidae,Genus,5130200,8100000,Dendrocoelum,,NBNSYS0000188436,,"Oersted, 1844",,,,,,,F,,,,,5,3,3,2.6,2.6,2.6,,,,,F,,,Dendrocoelidae,Dendrocoelidae,Dendrocoelidae,Dendrocoelidae,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
155,Dendrocoelum lacteum,T,Turbellaria,Dendrocoelidae,Species,5130201,8110000,Dendrocoelum lacteum,4911,NBNSYS0000013190,,"(O.F.Müller, 1774)",,,,,,,F,,,,,5,3,3,2.6,2.6,2.6,C,0,,4,F,Dendrocoelum lacteum,Dendrocoelum lacteum,Dendrocoelidae,Dendrocoelidae,Dendrocoelidae,Dendrocoelidae,,T,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
156,Cestoidea,T,Cestoda,,Class,7000000,8110100,Cestoidea,,NBNSYS0100009950,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
157,Nemertea,T,Nemertea,,Class,8000000,8110101,Nemertea,,NHMSYS0000842082,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
158,Hoplonemertea,T,Nemertea,,Family,8100000,8110102,Hoplonemertea,,NBNSYS0000182889,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
159,Tetrastemmatidae,T,Nemertea,Tetrastemmatidae,Family,8110000,9000000,Tetrastemmatidae,20414,NBNSYS0000187698,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
160,Prostoma,T,Nemertea,Tetrastemmatidae,Genus,8110100,9100000,Prostoma,,NBNSYS0000136925,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
161,Prostoma graecense,T,Nemertea,Tetrastemmatidae,Species,8110101,9110000,Prostoma graecense,20415,NBNSYS0000022299,,(Bohmig),,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
162,Prostoma jenningsi,T,Nemertea,Tetrastemmatidae,Species,8110102,9110100,Prostoma jenningsi,,NBNSYS0000022300,,Gibson and Young,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
163,Nematomorpha,T,Nematomorpha,,Class,9000000,9110101,Nematomorpha,10624,NHMSYS0000841368,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,Nematomorpha,121,F,OTHERS,4,13/10/2015 10:22,SYS_GR,DEFAULT,F
164,Gordioidea,T,Nematomorpha,,Family,9100000,9120000,Gordioidea,9808,NBNSYS0000160080,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,Nematomorpha,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
165,Gordiidae,T,Nematomorpha,Gordiidae,Family,9110000,9120100,Gordiidae,9808,NBNSYS0100012266,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,Nematomorpha,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
166,Gordius,T,Nematomorpha,Gordiidae,Genus,9110100,9120201,Gordius,,NBNSYS0000133470,,,,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,Nematomorpha,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
167,Gordius villoti,T,Nematomorpha,Gordiidae,Species,9110101,9120102,Gordius villoti,,NBNSYS0000022294,,"Rosa, 1882",,,,,,,F,,,,,0,,,,,,,,,,F,,,,,,Nematomorpha,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
168,Chordodidae,T,Nematomorpha,Chordodidae,Family,9120000,9120202,Chordodidae,,NBNSYS0000159680,,,,,,,,,F,,,,,0,,,,,,,,,,F,,Chordodidae,Chordodidae,,,Nematomorpha,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
169,Parachordodes,T,Nematomorpha,Chordodidae,Genus,9120100,9120200,Parachordodes,,NBNSYS0000136065,,,,,,,,,F,,,,,0,,,,,,,,,,F,,Chordodidae,Chordodidae,,,Nematomorpha,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
170,Parachordodes pustulosus,T,Nematomorpha,Chordodidae,Species,9120101,9120201,Parachordodes pustulosus,,NBNSYS0000022298,,"(Baird, 1853)",,,,,,,F,,,,,0,,,,,,,,,,F,,Chordodidae,Chordodidae,,,Nematomorpha,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
171,Parachordodes violaceus,T,Nematomorpha,Chordodidae,Species,9120102,9120202,Gordionus violaceus,,NBNSYS0000022296,,,Gordionus violaceus,,,,,,F,,,,,0,,,,,,,,,,F,,Chordodidae,Chordodidae,,,Nematomorpha,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
172,Parachordodes wolterstorffi,T,Nematomorpha,Chordodidae,Species,9120103,9120202,Gordionus wolterstorffi,,NBNSYS0000022297,,,Gordionus wolterstorffi,,,,,,F,,,,,0,,,,,,,,,,F,,Chordodidae,Chordodidae,,,Nematomorpha,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
173,Gordionus,T,Nematomorpha,Chordodidae,Genus,9120200,9120200,Gordionus,,NHMSYS0020787113,,,,,,,,,F,,,,,0,,,,,,,,,,F,,Chordodidae,Chordodidae,,,Nematomorpha,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
174,Gordionus violaceus,T,Nematomorpha,Chordodidae,Species,9120201,9120201,Gordionus violaceus,,NHMSYS0001908129,,"(Baird, 1853)",,,,,,,F,,,,,0,,,,,,,,,,F,,Chordodidae,Chordodidae,,,Nematomorpha,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
175,Gordionus wolterstorffii,T,Nematomorpha,Chordodidae,Species,9120202,9120202,Gordionus wolterstorffi,,NHMSYS0001908134,,"(Camerano, 1888)",Gordionus wolterstorffi,,,,,,F,,,,,0,,,,,,,,,,F,,Chordodidae,Chordodidae,,,Nematomorpha,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
176,Nematoda,T,Nematoda,,Class,10000000,10000000,Nematoda,8813,NHMSYS0000841367,,,,,,,,,F,,,,,0,,,,,,,,,,F,Nematoda,Nematoda,Nematoda,,,Nematoda,120,T,OTHERS,4,13/10/2015 10:22,SYS_GR,DEFAULT,F
177,Tylenchida,T,Nematoda,,Family,10100000,10100000,Tylenchida,,NHMSYS0000068261,,,,,,,,,F,,,,,0,,,,,,,,,,F,Nematoda,Nematoda,Nematoda,,,Nematoda,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
178,Tylenchidae,T,Nematoda,Tylenchidae,Family,10110000,10110000,Tylenchidae,,NHMSYS0000068311,,,,,,,,,F,,,,,0,,,,,,,,,,F,Nematoda,Nematoda,Nematoda,,,Nematoda,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
179,Tylenchus,T,Nematoda,Tylenchidae,Genus,10110100,10110100,Tylenchus,,NHMSYS0000068473,,,,,,,,,F,,,,,0,,,,,,,,,,F,Nematoda,Nematoda,Nematoda,,,Nematoda,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
180,Tylenchus agricola,T,Nematoda,Tylenchidae,Species,10110101,10110101,Tylenchus agricola,,NBNSYS0100016385,,De Man,,,,,,,F,,,,,0,,,,,,,,,,F,Nematoda,Nematoda,Nematoda,,,Nematoda,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
181,Tylenchus bryophilus,T,Nematoda,Tylenchidae,Species,10110102,10110102,Tylenchus bryophilus,,NBNSYS0100016386,,Steiner,,,,,,,F,,,,,0,,,,,,,,,,F,Nematoda,Nematoda,Nematoda,,,Nematoda,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
182,Tylenchus davainei,T,Nematoda,Tylenchidae,Species,10110103,10110103,Tylenchus davainei,,NHMSYS0000068834,,"Bastian, 1865",,,,,,,F,,,,,0,,,,,,,,,,F,Nematoda,Nematoda,Nematoda,,,Nematoda,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
183,Tylenchus filiformis,T,Nematoda,Tylenchidae,Species,10110104,10110104,Tylenchus filiformis,,NBNSYS0100016387,,Butschli,,,,,,,F,,,,,0,,,,,,,,,,F,Nematoda,Nematoda,Nematoda,,,Nematoda,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
184,Aphelenchoididae,T,Nematoda,Aphelenchoididae,Family,10120000,10120000,Aphelenchoididae,,NHMSYS0000068268,,,,,,,,,F,,,,,0,,,,,,,,,,F,Nematoda,Nematoda,Nematoda,,,Nematoda,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
185,Aphelenchoides,T,Nematoda,Aphelenchoididae,Genus,10120100,10120100,Aphelenchoides,,NHMSYS0000068329,,,,,,,,,F,,,,,0,,,,,,,,,,F,Nematoda,Nematoda,Nematoda,,,Nematoda,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
186,Aphelenchoides parietinus,T,Nematoda,Aphelenchoididae,Species,10120101,10120101,Aphelenchoides parietinus,,NHMSYS0000068509,,"(Bastian, 1865)",,,,,,,F,,,,,0,,,,,,,,,,F,Nematoda,Nematoda,Nematoda,,,Nematoda,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
187,Aphelenchoides saprophilus,T,Nematoda,Aphelenchoididae,Species,10120102,10120102,Aphelenchoides saprophilus,,NHMSYS0000068512,,"Franklin, 1957",,,,,,,F,,,,,0,,,,,,,,,,F,Nematoda,Nematoda,Nematoda,,,Nematoda,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
188,Rhabditida,T,Nematoda,,Family,10200000,10200000,Rhabditida,,NBNSYS0000160880,,,,,,,,,F,,,,,0,,,,,,,,,,F,Nematoda,Nematoda,Nematoda,,,Nematoda,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
189,Diplogasteridae,T,Nematoda,Diplogasteridae,Family,10210000,10210000,Diplogasteridae,,NHMSYS0000068282,,,,,,,,,F,,,,,0,,,,,,,,,,F,Nematoda,Nematoda,Nematoda,,,Nematoda,,F,,,13/10/2015 10:22,SYS_GR,DEFAULT,F
